ticket_id,account_id,created_date,resolved_date,priority,category,resolution_time_hours,satisfaction_score,escalation_flag
TKT_004079,ACC_00482,2024-07-10,2024-07-12,Low,Bug,70.0,4.0,0
TKT_004080,ACC_00482,2023-02-02,2023-02-04,Low,Performance,63.0,,0
TKT_004081,ACC_00482,2024-08-12,2024-08-14,Medium,Billing,61.0,5.0,0
TKT_004082,ACC_00482,2022-08-27,2022-08-27,High,Bug,20.0,,1
TKT_004083,ACC_00482,2024-08-16,2024-08-20,Low,Bug,96.0,4.0,0
TKT_004084,ACC_00482,2024-06-06,2024-06-09,Low,Performance,86.0,3.0,0
TKT_004085,ACC_00482,2023-05-27,2023-06-02,Low,Integration,163.0,,0
TKT_004086,ACC_00482,2023-04-09,2023-04-14,Low,Bug,140.0,,0
TKT_004087,ACC_00483,2022-04-02,2022-04-08,Low,Performance,158.0,4.0,0
TKT_004088,ACC_00483,2022-03-08,2022-03-13,Low,Integration,120.0,,0
TKT_004089,ACC_00483,2022-04-12,2022-04-14,Medium,Integration,68.0,2.0,0
TKT_004090,ACC_00484,2022-03-17,2022-03-17,High,Bug,20.0,2.0,0
TKT_004091,ACC_00484,2022-03-27,2022-03-27,High,How-To,23.0,4.0,0
TKT_004092,ACC_00484,2024-12-12,2024-12-14,Medium,Feature Request,64.0,4.0,0
TKT_004093,ACC_00484,2024-04-26,2024-04-28,Medium,Feature Request,61.0,,0
TKT_004094,ACC_00484,2024-10-01,2024-10-02,Low,Bug,34.0,,0
TKT_004095,ACC_00484,2022-11-07,2022-11-09,Medium,Feature Request,51.0,5.0,0
TKT_004096,ACC_00485,2023-10-13,2023-10-14,Low,Feature Request,40.0,5.0,0
TKT_004097,ACC_00485,2024-01-26,2024-01-27,Low,How-To,41.0,4.0,0
TKT_004098,ACC_00485,2023-08-30,2023-09-04,Low,How-To,135.0,5.0,1
TKT_004099,ACC_00485,2024-11-08,2024-11-09,Medium,Billing,24.0,4.0,1
TKT_004100,ACC_00485,2023-06-08,2023-06-09,Low,How-To,41.0,5.0,0
TKT_004101,ACC_00485,2024-04-20,2024-04-21,Medium,Integration,47.0,4.0,0
TKT_004102,ACC_00485,2024-02-16,2024-02-20,Low,Performance,116.0,1.0,0
TKT_004103,ACC_00485,2023-12-08,2023-12-08,High,Bug,6.0,4.0,0
TKT_004104,ACC_00485,2024-07-05,2024-07-11,Low,Performance,150.0,4.0,0
TKT_004105,ACC_00486,2022-06-30,2022-06-30,Medium,Bug,18.0,5.0,0
TKT_004106,ACC_00486,2022-09-10,2022-09-14,Low,Billing,107.0,4.0,0
TKT_004107,ACC_00486,2023-02-25,2023-02-25,Medium,Feature Request,15.0,5.0,0
TKT_004108,ACC_00486,2023-12-27,2023-12-28,Medium,Performance,31.0,4.0,0
TKT_004109,ACC_00486,2024-08-24,2024-08-25,Low,Billing,37.0,3.0,0
TKT_004110,ACC_00486,2024-02-22,2024-02-25,Low,Integration,85.0,5.0,1
TKT_004111,ACC_00486,2024-05-17,2024-05-17,High,Performance,4.0,,0
TKT_004112,ACC_00486,2023-08-25,2023-08-28,Low,Feature Request,78.0,5.0,0
TKT_004113,ACC_00486,2023-10-22,2023-10-22,High,Bug,14.0,4.0,0
TKT_004114,ACC_00486,2024-09-24,2024-09-25,Medium,Performance,34.0,3.0,0
TKT_004115,ACC_00486,2022-08-23,2022-08-28,Low,How-To,128.0,,0
TKT_004116,ACC_00486,2024-01-20,2024-01-21,Low,How-To,41.0,5.0,0
TKT_004117,ACC_00486,2024-02-10,2024-02-13,Low,Billing,85.0,3.0,1
TKT_004118,ACC_00486,2023-07-18,2023-07-19,Medium,Bug,47.0,3.0,0
TKT_004119,ACC_00486,2024-09-16,2024-09-22,Low,Performance,149.0,4.0,0
TKT_004120,ACC_00486,2023-03-25,2023-03-26,Low,How-To,24.0,2.0,0
TKT_004121,ACC_00486,2023-01-23,2023-01-24,Medium,Feature Request,25.0,3.0,0
TKT_004122,ACC_00486,2022-09-11,2022-09-11,High,Integration,5.0,4.0,0
TKT_004123,ACC_00486,2024-09-25,2024-09-29,Low,Performance,96.0,4.0,0
TKT_004124,ACC_00487,2022-08-22,2022-08-27,Low,Feature Request,133.0,3.0,0
TKT_004125,ACC_00487,2024-11-06,2024-11-11,Low,Billing,132.0,4.0,0
TKT_004126,ACC_00487,2022-08-30,2022-08-31,Medium,How-To,41.0,,0
TKT_004127,ACC_00487,2023-08-21,2023-08-23,Low,Billing,63.0,2.0,0
TKT_004128,ACC_00487,2022-10-15,2022-10-15,Critical,Performance,5.0,,0
TKT_004129,ACC_00487,2023-12-25,2023-12-29,Low,Feature Request,105.0,4.0,0
TKT_004130,ACC_00487,2023-12-12,2023-12-12,Medium,Billing,23.0,,0
TKT_004131,ACC_00487,2024-10-28,2024-10-30,Medium,How-To,63.0,3.0,0
TKT_004132,ACC_00487,2023-05-23,2023-05-27,Low,Billing,113.0,4.0,0
TKT_004133,ACC_00487,2023-09-25,2023-09-26,Medium,Integration,35.0,5.0,0
TKT_004134,ACC_00487,2024-10-28,2024-11-03,Low,Bug,164.0,4.0,0
TKT_004135,ACC_00487,2024-02-06,2024-02-06,Medium,How-To,20.0,5.0,0
TKT_004136,ACC_00488,2024-03-23,2024-03-24,Medium,Integration,37.0,3.0,0
TKT_004137,ACC_00488,2024-08-12,2024-08-17,Low,Billing,141.0,5.0,0
TKT_004138,ACC_00488,2023-01-04,2023-01-05,Medium,Bug,45.0,,0
TKT_004139,ACC_00488,2023-02-04,2023-02-06,Low,Bug,57.0,5.0,0
TKT_004140,ACC_00488,2024-07-08,2024-07-10,Low,Performance,63.0,5.0,0
TKT_004141,ACC_00488,2022-07-24,2022-07-26,Medium,How-To,63.0,,0
TKT_004142,ACC_00488,2023-05-16,2023-05-17,Medium,Bug,27.0,4.0,0
TKT_004143,ACC_00488,2024-03-05,2024-03-05,High,Integration,6.0,5.0,0
TKT_004144,ACC_00488,2024-08-11,2024-08-17,Low,Integration,153.0,3.0,0
TKT_004145,ACC_00488,2023-03-26,2023-03-26,High,Bug,5.0,2.0,0
TKT_004146,ACC_00488,2023-10-23,2023-10-24,Low,Performance,32.0,4.0,0
TKT_004147,ACC_00489,2023-09-05,2023-09-09,Low,Billing,100.0,5.0,0
TKT_004148,ACC_00489,2023-10-31,2023-11-01,Medium,Bug,46.0,5.0,0
TKT_004149,ACC_00489,2024-03-07,2024-03-11,Low,Performance,100.0,4.0,1
TKT_004150,ACC_00489,2024-10-14,2024-10-20,Low,Bug,151.0,3.0,0
TKT_004151,ACC_00489,2024-10-31,2024-11-02,Low,How-To,71.0,2.0,0
TKT_004152,ACC_00489,2023-01-21,2023-01-25,Low,Bug,109.0,3.0,0
TKT_004153,ACC_00489,2024-02-05,2024-02-07,Low,Integration,55.0,5.0,0
TKT_004154,ACC_00489,2023-12-10,2023-12-10,High,Feature Request,17.0,1.0,0
TKT_004155,ACC_00489,2023-02-28,2023-03-02,Low,Bug,51.0,3.0,0
TKT_004156,ACC_00489,2022-05-03,2022-05-06,Low,Billing,92.0,4.0,0
TKT_004157,ACC_00489,2023-03-30,2023-04-05,Low,Integration,159.0,,0
TKT_004158,ACC_00489,2024-10-25,2024-10-25,Medium,Performance,20.0,4.0,0
TKT_004159,ACC_00489,2023-05-26,2023-06-01,Low,Performance,155.0,3.0,0
TKT_004160,ACC_00489,2023-04-17,2023-04-18,Low,Billing,31.0,4.0,0
TKT_004161,ACC_00489,2022-12-09,2022-12-09,Medium,How-To,22.0,4.0,1
TKT_004162,ACC_00489,2024-08-19,2024-08-25,Low,Integration,162.0,3.0,0
TKT_004163,ACC_00490,2024-11-23,2024-11-24,Low,How-To,30.0,4.0,0
TKT_004164,ACC_00490,2024-04-05,2024-04-05,High,Integration,16.0,2.0,0
TKT_004165,ACC_00490,2024-01-09,2024-01-11,Medium,Feature Request,49.0,4.0,0
TKT_004166,ACC_00490,2024-06-03,2024-06-03,Medium,Bug,16.0,5.0,0
TKT_004167,ACC_00490,2024-12-10,2024-12-16,Low,Bug,154.0,2.0,1
TKT_004168,ACC_00490,2024-11-25,2024-11-28,Low,How-To,95.0,,0
TKT_004169,ACC_00490,2024-12-02,2024-12-02,Medium,Integration,22.0,1.0,0
TKT_004170,ACC_00491,2024-09-30,2024-10-06,Low,Performance,149.0,,0
TKT_004171,ACC_00491,2024-02-06,2024-02-12,Low,How-To,149.0,4.0,0
TKT_004172,ACC_00491,2024-04-08,2024-04-12,Low,How-To,108.0,2.0,1
TKT_004173,ACC_00491,2023-11-30,2023-12-04,Low,Feature Request,98.0,5.0,0
TKT_004174,ACC_00491,2023-03-22,2023-03-23,Low,Bug,46.0,4.0,0
TKT_004175,ACC_00491,2024-04-03,2024-04-04,Low,Integration,47.0,5.0,0
TKT_004176,ACC_00491,2023-08-19,2023-08-24,Low,How-To,135.0,4.0,0
TKT_004177,ACC_00492,2024-04-23,2024-04-24,Medium,Performance,36.0,4.0,0
TKT_004178,ACC_00492,2022-07-03,2022-07-09,Low,Feature Request,144.0,5.0,0
TKT_004179,ACC_00492,2024-07-14,2024-07-15,Low,How-To,43.0,4.0,0
TKT_004180,ACC_00492,2023-08-04,2023-08-08,Low,Integration,100.0,3.0,0
TKT_004181,ACC_00492,2024-06-10,2024-06-13,Low,Integration,74.0,,0
TKT_004182,ACC_00492,2023-03-31,2023-03-31,High,How-To,21.0,2.0,0
TKT_004183,ACC_00492,2024-11-19,2024-11-20,Low,How-To,44.0,4.0,1
TKT_004184,ACC_00492,2024-05-18,2024-05-23,Low,Integration,133.0,2.0,0
TKT_004185,ACC_00492,2024-10-31,2024-11-02,Low,Integration,57.0,4.0,0
TKT_004186,ACC_00492,2022-09-14,2022-09-16,Medium,Performance,70.0,5.0,0
TKT_004187,ACC_00492,2022-11-18,2022-11-20,Low,Integration,50.0,4.0,0
TKT_004188,ACC_00493,2024-03-20,2024-03-20,Medium,Integration,20.0,5.0,0
TKT_004189,ACC_00493,2023-08-26,2023-08-27,Medium,Performance,25.0,4.0,0
TKT_004190,ACC_00493,2024-02-02,2024-02-04,Low,Bug,66.0,2.0,0
TKT_004191,ACC_00493,2024-07-29,2024-07-31,Medium,Performance,52.0,4.0,0
TKT_004192,ACC_00493,2023-09-09,2023-09-10,Low,How-To,37.0,3.0,0
TKT_004193,ACC_00494,2024-12-19,2024-12-25,Low,Performance,160.0,3.0,0
TKT_004194,ACC_00494,2023-11-08,2023-11-11,Low,Integration,80.0,5.0,0
TKT_004195,ACC_00494,2024-05-01,2024-05-01,High,How-To,10.0,4.0,0
TKT_004196,ACC_00494,2024-09-26,2024-09-26,High,Performance,9.0,4.0,0
TKT_004197,ACC_00494,2024-10-12,2024-10-15,Low,Bug,76.0,3.0,0
TKT_004198,ACC_00494,2024-06-20,2024-06-24,Low,Integration,100.0,5.0,0
TKT_004199,ACC_00494,2024-11-06,2024-11-06,Medium,Billing,17.0,4.0,0
TKT_004200,ACC_00494,2022-09-08,2022-09-11,Low,How-To,83.0,2.0,0
TKT_004201,ACC_00494,2022-05-24,2022-05-24,High,Billing,23.0,4.0,0
TKT_004202,ACC_00494,2022-03-10,2022-03-15,Low,Billing,124.0,4.0,0
TKT_004203,ACC_00494,2024-05-12,2024-05-14,Medium,Integration,66.0,1.0,0
TKT_004204,ACC_00494,2022-03-31,2022-04-02,Low,Performance,55.0,5.0,0
TKT_004205,ACC_00494,2024-05-15,2024-05-15,Critical,Integration,5.0,2.0,0
TKT_004206,ACC_00494,2022-12-25,2022-12-27,Low,Feature Request,68.0,,0
TKT_004207,ACC_00494,2022-09-09,2022-09-15,Low,Bug,154.0,,0
TKT_004208,ACC_00494,2022-10-04,2022-10-08,Low,Bug,108.0,,0
TKT_004209,ACC_00494,2024-03-27,2024-04-01,Low,Integration,138.0,5.0,1
TKT_004210,ACC_00494,2024-10-07,2024-10-09,Medium,Performance,70.0,,0
TKT_004211,ACC_00494,2024-11-18,2024-11-20,Low,Billing,57.0,,0
TKT_004212,ACC_00494,2022-05-27,2022-06-01,Low,Performance,133.0,5.0,0
TKT_004213,ACC_00495,2023-10-14,2023-10-20,Low,Bug,156.0,3.0,0
TKT_004214,ACC_00495,2024-09-29,2024-09-30,Low,How-To,41.0,,0
TKT_004215,ACC_00495,2024-09-24,2024-09-26,Low,Bug,64.0,4.0,0
TKT_004216,ACC_00495,2022-05-25,2022-05-29,Low,Feature Request,99.0,4.0,0
TKT_004217,ACC_00495,2024-04-26,2024-04-30,Low,Feature Request,116.0,2.0,0
TKT_004218,ACC_00496,2024-07-30,2024-07-30,High,Bug,19.0,5.0,0
TKT_004219,ACC_00496,2024-10-27,2024-11-01,Low,Billing,134.0,3.0,0
TKT_004220,ACC_00496,2024-12-30,,Low,Performance,,5.0,0
TKT_004221,ACC_00496,2023-12-22,2023-12-23,Low,How-To,26.0,4.0,0
TKT_004222,ACC_00496,2024-07-18,2024-07-19,Medium,How-To,44.0,5.0,0
TKT_004223,ACC_00496,2024-05-29,2024-05-29,Medium,Billing,20.0,,0
TKT_004224,ACC_00496,2023-08-04,2023-08-10,Low,Bug,150.0,4.0,0
TKT_004225,ACC_00496,2023-10-12,2023-10-15,Low,Billing,76.0,5.0,0
TKT_004226,ACC_00496,2024-07-09,2024-07-11,Low,Feature Request,63.0,4.0,0
TKT_004227,ACC_00496,2023-07-30,2023-08-05,Low,How-To,150.0,,0
TKT_004228,ACC_00497,2023-12-20,2023-12-22,Medium,Performance,60.0,4.0,0
TKT_004229,ACC_00497,2024-11-12,2024-11-12,High,Performance,8.0,5.0,0
TKT_004230,ACC_00497,2024-06-16,2024-06-21,Low,Feature Request,126.0,4.0,0
TKT_004231,ACC_00497,2024-10-17,2024-10-22,Low,How-To,135.0,5.0,0
TKT_004232,ACC_00497,2024-05-31,2024-05-31,High,Billing,18.0,,0
TKT_004233,ACC_00499,2024-06-30,2024-07-06,Low,Performance,147.0,1.0,0
TKT_004234,ACC_00500,2023-02-22,2023-02-28,Low,Performance,165.0,3.0,0
TKT_004235,ACC_00500,2024-09-04,2024-09-09,Low,Bug,121.0,4.0,0
TKT_004236,ACC_00500,2024-08-08,2024-08-08,High,Integration,17.0,3.0,0
TKT_004237,ACC_00500,2023-08-11,2023-08-17,Low,Bug,157.0,5.0,0
TKT_004238,ACC_00501,2024-09-10,2024-09-16,Low,Feature Request,154.0,4.0,0
TKT_004239,ACC_00501,2024-05-07,2024-05-13,Low,Bug,158.0,4.0,0
TKT_004240,ACC_00501,2023-04-03,2023-04-05,Medium,Performance,68.0,5.0,0
TKT_004241,ACC_00501,2023-04-11,2023-04-13,Medium,How-To,68.0,5.0,0
TKT_004242,ACC_00501,2024-02-16,2024-02-21,Low,How-To,140.0,,0
TKT_004243,ACC_00501,2023-01-19,2023-01-19,Medium,Performance,23.0,4.0,0
TKT_004244,ACC_00502,2024-10-24,2024-10-26,Medium,How-To,65.0,5.0,0
TKT_004245,ACC_00502,2023-09-17,2023-09-23,Low,How-To,157.0,,0
TKT_004246,ACC_00502,2023-09-15,2023-09-17,Low,Bug,53.0,4.0,0
TKT_004247,ACC_00502,2024-09-19,2024-09-19,Medium,Integration,22.0,1.0,0
TKT_004248,ACC_00503,2022-10-01,2022-10-01,High,How-To,5.0,,0
TKT_004249,ACC_00503,2024-12-09,2024-12-15,Low,How-To,147.0,1.0,1
TKT_004250,ACC_00503,2024-09-22,2024-09-28,Low,Feature Request,146.0,4.0,0
TKT_004251,ACC_00503,2022-06-14,2022-06-17,Low,Performance,90.0,5.0,0
TKT_004252,ACC_00503,2023-08-08,2023-08-11,Low,Bug,86.0,3.0,0
TKT_004253,ACC_00503,2022-12-29,2023-01-01,Low,Bug,82.0,5.0,0
TKT_004254,ACC_00503,2022-11-15,2022-11-15,High,Billing,12.0,,0
TKT_004255,ACC_00503,2023-06-25,2023-06-26,Low,Billing,29.0,2.0,0
TKT_004256,ACC_00503,2022-10-06,2022-10-06,Medium,Billing,18.0,3.0,0
TKT_004257,ACC_00503,2024-09-27,2024-09-30,Low,Integration,76.0,3.0,0
TKT_004258,ACC_00503,2022-12-09,2022-12-12,Low,Feature Request,75.0,5.0,0
TKT_004259,ACC_00503,2024-12-04,2024-12-06,Low,Integration,63.0,3.0,0
TKT_004260,ACC_00503,2023-06-30,2023-06-30,Medium,Integration,14.0,4.0,1
TKT_004261,ACC_00503,2022-12-07,2022-12-08,Medium,Feature Request,38.0,3.0,0
TKT_004262,ACC_00503,2024-12-24,2024-12-25,Low,Billing,25.0,2.0,0
TKT_004263,ACC_00503,2023-04-25,2023-04-27,Medium,Performance,64.0,1.0,0
TKT_004264,ACC_00503,2023-03-13,2023-03-15,Medium,Feature Request,53.0,2.0,0
TKT_004265,ACC_00503,2023-07-02,2023-07-06,Low,Integration,110.0,,0
TKT_004266,ACC_00504,2024-11-21,2024-11-21,High,Integration,4.0,4.0,0
TKT_004267,ACC_00504,2023-03-23,2023-03-25,Medium,Billing,59.0,5.0,1
TKT_004268,ACC_00504,2024-07-05,2024-07-05,High,How-To,16.0,5.0,1
TKT_004269,ACC_00505,2023-11-02,2023-11-05,Low,Integration,87.0,5.0,0
TKT_004270,ACC_00505,2024-02-10,2024-02-14,Low,Performance,98.0,5.0,0
TKT_004271,ACC_00505,2024-01-30,2024-02-03,Low,Billing,98.0,3.0,1
TKT_004272,ACC_00505,2023-09-10,2023-09-12,Medium,Feature Request,49.0,5.0,0
TKT_004273,ACC_00505,2023-07-27,2023-07-27,High,Billing,19.0,5.0,0
TKT_004274,ACC_00505,2024-09-20,2024-09-21,Medium,Performance,27.0,,0
TKT_004275,ACC_00505,2023-05-18,2023-05-23,Low,Performance,140.0,3.0,0
TKT_004276,ACC_00505,2024-05-23,2024-05-29,Low,Bug,148.0,4.0,0
TKT_004277,ACC_00505,2024-09-24,2024-09-25,Low,Feature Request,31.0,5.0,0
TKT_004278,ACC_00505,2023-10-04,2023-10-06,Medium,Feature Request,66.0,5.0,1
TKT_004279,ACC_00507,2024-12-03,2024-12-06,Low,Billing,80.0,,0
TKT_004280,ACC_00507,2023-01-31,2023-02-01,Medium,How-To,45.0,5.0,0
TKT_004281,ACC_00507,2022-10-18,2022-10-19,Low,Bug,32.0,4.0,0
TKT_004282,ACC_00507,2022-09-23,2022-09-28,Low,Feature Request,131.0,4.0,0
TKT_004283,ACC_00507,2023-07-26,2023-07-26,High,Billing,22.0,4.0,0
TKT_004284,ACC_00507,2024-02-17,2024-02-17,High,Feature Request,8.0,2.0,0
TKT_004285,ACC_00507,2024-07-29,2024-08-02,Low,Bug,113.0,4.0,0
TKT_004286,ACC_00507,2024-03-31,2024-04-04,Low,How-To,102.0,,0
TKT_004287,ACC_00507,2022-05-18,2022-05-18,Medium,Billing,20.0,4.0,0
TKT_004288,ACC_00507,2024-07-28,2024-07-28,High,Bug,21.0,,0
TKT_004289,ACC_00507,2024-05-21,2024-05-23,Low,Billing,63.0,,0
TKT_004290,ACC_00508,2023-06-03,2023-06-03,High,Integration,22.0,2.0,0
TKT_004291,ACC_00508,2024-09-08,2024-09-08,Critical,Billing,4.0,5.0,0
TKT_004292,ACC_00508,2022-05-05,2022-05-06,Medium,Billing,43.0,5.0,0
TKT_004293,ACC_00508,2024-04-10,2024-04-11,Low,Bug,45.0,5.0,0
TKT_004294,ACC_00508,2024-05-25,2024-05-25,High,Feature Request,16.0,3.0,0
TKT_004295,ACC_00508,2024-10-11,2024-10-16,Low,Billing,121.0,5.0,0
TKT_004296,ACC_00508,2022-05-29,2022-05-29,Medium,Bug,22.0,,0
TKT_004297,ACC_00508,2022-07-14,2022-07-15,Medium,Billing,24.0,3.0,0
TKT_004298,ACC_00508,2023-07-08,2023-07-08,High,How-To,20.0,5.0,0
TKT_004299,ACC_00508,2022-05-18,2022-05-24,Low,Billing,158.0,5.0,0
TKT_004300,ACC_00508,2022-07-20,2022-07-22,Medium,How-To,67.0,3.0,0
TKT_004301,ACC_00508,2024-06-17,2024-06-17,High,Feature Request,17.0,5.0,0
TKT_004302,ACC_00508,2023-10-12,2023-10-13,Medium,Bug,35.0,5.0,0
TKT_004303,ACC_00508,2022-08-27,2022-08-29,Medium,Performance,50.0,,0
TKT_004304,ACC_00508,2023-01-17,2023-01-18,Low,Performance,42.0,3.0,0
TKT_004305,ACC_00508,2024-05-08,2024-05-09,Medium,Performance,27.0,5.0,0
TKT_004306,ACC_00508,2023-05-17,2023-05-19,Medium,How-To,50.0,4.0,0
TKT_004307,ACC_00508,2022-12-09,2022-12-14,Low,Integration,125.0,4.0,0
TKT_004308,ACC_00508,2023-09-18,2023-09-20,Medium,Bug,63.0,4.0,0
TKT_004309,ACC_00508,2023-09-08,2023-09-09,Low,Billing,42.0,4.0,0
TKT_004310,ACC_00508,2024-02-05,2024-02-06,Medium,Integration,24.0,,0
TKT_004311,ACC_00509,2024-03-26,2024-03-30,Low,Feature Request,101.0,3.0,0
TKT_004312,ACC_00509,2023-05-24,2023-05-26,Low,Feature Request,68.0,3.0,0
TKT_004313,ACC_00509,2023-09-26,2023-10-01,Low,Billing,143.0,5.0,0
TKT_004314,ACC_00509,2024-10-09,2024-10-12,Low,Performance,86.0,5.0,0
TKT_004315,ACC_00509,2023-06-25,2023-06-29,Low,Integration,116.0,,0
TKT_004316,ACC_00509,2024-01-01,2024-01-03,Medium,Performance,61.0,4.0,0
TKT_004317,ACC_00509,2023-08-15,2023-08-19,Low,Integration,104.0,3.0,0
TKT_004318,ACC_00509,2024-03-16,2024-03-18,Low,Billing,59.0,5.0,0
TKT_004319,ACC_00509,2024-09-24,2024-09-25,Medium,Bug,27.0,5.0,0
TKT_004320,ACC_00509,2024-03-03,2024-03-03,Medium,How-To,18.0,,0
TKT_004321,ACC_00510,2024-07-22,2024-07-27,Low,Billing,122.0,,0
TKT_004322,ACC_00510,2024-04-06,2024-04-06,Critical,How-To,7.0,5.0,0
TKT_004323,ACC_00510,2023-12-03,2023-12-08,Low,Performance,125.0,5.0,0
TKT_004324,ACC_00510,2024-02-03,2024-02-07,Low,Billing,114.0,,0
TKT_004325,ACC_00510,2024-04-09,2024-04-11,Medium,Integration,50.0,4.0,0
TKT_004326,ACC_00511,2022-12-12,2022-12-15,Low,How-To,74.0,4.0,0
TKT_004327,ACC_00511,2024-09-19,2024-09-25,Low,Bug,154.0,4.0,0
TKT_004328,ACC_00511,2024-04-07,2024-04-09,Medium,Billing,52.0,5.0,0
TKT_004329,ACC_00511,2023-04-15,2023-04-18,Low,Feature Request,86.0,4.0,0
TKT_004330,ACC_00511,2024-04-02,2024-04-02,High,Performance,16.0,5.0,0
TKT_004331,ACC_00512,2023-07-12,2023-07-15,Low,Integration,89.0,3.0,0
TKT_004332,ACC_00512,2022-02-16,2022-02-18,Low,How-To,61.0,3.0,0
TKT_004333,ACC_00512,2024-08-24,2024-08-26,Medium,Performance,48.0,4.0,0
TKT_004334,ACC_00512,2023-08-09,2023-08-15,Low,Feature Request,158.0,5.0,0
TKT_004335,ACC_00512,2024-07-04,2024-07-07,Low,Bug,75.0,,0
TKT_004336,ACC_00512,2024-12-27,2024-12-27,High,Billing,7.0,5.0,0
TKT_004337,ACC_00513,2024-06-29,2024-07-04,Low,Billing,136.0,1.0,0
TKT_004338,ACC_00513,2024-10-25,2024-10-25,High,Performance,7.0,3.0,0
TKT_004339,ACC_00513,2024-03-23,2024-03-23,Medium,Billing,13.0,5.0,0
TKT_004340,ACC_00514,2024-05-14,2024-05-18,Low,Integration,113.0,5.0,0
TKT_004341,ACC_00514,2022-11-12,2022-11-17,Low,Integration,130.0,2.0,0
TKT_004342,ACC_00514,2024-05-23,2024-05-25,Medium,How-To,49.0,,0
TKT_004343,ACC_00514,2024-04-28,2024-05-01,Low,How-To,95.0,2.0,0
TKT_004344,ACC_00514,2022-12-27,2022-12-29,Medium,Bug,71.0,,0
TKT_004345,ACC_00514,2023-06-16,2023-06-16,High,Bug,12.0,4.0,0
TKT_004346,ACC_00514,2024-08-06,2024-08-07,Low,How-To,46.0,5.0,0
TKT_004347,ACC_00514,2023-02-11,2023-02-12,Medium,Feature Request,25.0,4.0,0
TKT_004348,ACC_00514,2023-09-13,2023-09-14,Medium,Billing,34.0,,0
TKT_004349,ACC_00515,2022-07-28,2022-07-28,High,How-To,10.0,2.0,0
TKT_004350,ACC_00517,2023-10-05,2023-10-05,Medium,Integration,22.0,5.0,0
TKT_004351,ACC_00517,2023-09-21,2023-09-23,Low,Performance,70.0,4.0,0
TKT_004352,ACC_00517,2023-10-27,2023-10-29,Low,Performance,58.0,4.0,0
TKT_004353,ACC_00517,2024-03-25,2024-03-27,Low,Feature Request,63.0,5.0,0
TKT_004354,ACC_00518,2024-06-14,2024-06-15,Low,How-To,28.0,3.0,0
TKT_004355,ACC_00518,2024-04-26,2024-04-27,Medium,Integration,33.0,1.0,0
TKT_004356,ACC_00518,2024-11-28,2024-12-03,Low,Billing,128.0,4.0,0
TKT_004357,ACC_00518,2024-12-17,2024-12-17,High,Performance,13.0,2.0,0
TKT_004358,ACC_00518,2023-12-13,2023-12-18,Low,Bug,131.0,,0
TKT_004359,ACC_00519,2024-03-15,2024-03-15,Medium,Feature Request,22.0,,0
TKT_004360,ACC_00519,2023-08-21,2023-08-23,Medium,Integration,65.0,4.0,0
TKT_004361,ACC_00519,2024-01-07,2024-01-07,High,Integration,4.0,5.0,0
TKT_004362,ACC_00520,2024-04-03,2024-04-03,High,Integration,15.0,,0
TKT_004363,ACC_00520,2023-10-30,2023-11-01,Medium,Integration,69.0,3.0,0
TKT_004364,ACC_00520,2024-03-23,2024-03-23,Medium,Billing,16.0,2.0,0
TKT_004365,ACC_00520,2023-09-09,2023-09-12,Low,Performance,73.0,5.0,0
TKT_004366,ACC_00520,2023-10-27,2023-10-29,Low,Bug,55.0,,0
TKT_004367,ACC_00520,2023-09-24,2023-09-30,Low,Bug,164.0,,0
TKT_004368,ACC_00520,2024-01-27,2024-01-28,Low,Integration,32.0,4.0,0
TKT_004369,ACC_00520,2023-11-09,2023-11-09,High,Feature Request,14.0,,1
TKT_004370,ACC_00520,2023-09-03,2023-09-06,Low,Performance,74.0,5.0,0
TKT_004371,ACC_00520,2024-05-21,2024-05-21,High,Feature Request,16.0,2.0,0
TKT_004372,ACC_00520,2024-04-16,2024-04-21,Low,Bug,139.0,2.0,0
TKT_004373,ACC_00521,2024-04-26,2024-05-02,Low,Performance,163.0,4.0,0
TKT_004374,ACC_00521,2022-03-19,2022-03-21,Low,How-To,51.0,4.0,0
TKT_004375,ACC_00521,2023-11-01,2023-11-02,Low,Billing,35.0,4.0,0
TKT_004376,ACC_00521,2023-09-20,2023-09-21,Medium,Billing,33.0,4.0,0
TKT_004377,ACC_00521,2023-07-24,2023-07-25,Medium,Performance,46.0,4.0,0
TKT_004378,ACC_00521,2022-09-21,2022-09-22,Low,Feature Request,34.0,,0
TKT_004379,ACC_00521,2024-03-12,2024-03-13,Low,Bug,27.0,4.0,0
TKT_004380,ACC_00521,2024-04-14,2024-04-14,Medium,Feature Request,19.0,,0
TKT_004381,ACC_00522,2024-01-25,2024-01-28,Low,Bug,81.0,,0
TKT_004382,ACC_00522,2023-03-15,2023-03-19,Low,Integration,114.0,3.0,0
TKT_004383,ACC_00522,2024-01-15,2024-01-15,High,Billing,21.0,5.0,0
TKT_004384,ACC_00522,2024-04-18,2024-04-21,Low,Billing,88.0,4.0,0
TKT_004385,ACC_00522,2024-04-10,2024-04-14,Low,How-To,97.0,4.0,0
TKT_004386,ACC_00522,2023-03-09,2023-03-11,Low,Feature Request,59.0,2.0,0
TKT_004387,ACC_00522,2023-07-15,2023-07-16,Low,Bug,31.0,5.0,0
TKT_004388,ACC_00522,2023-01-16,2023-01-20,Low,Performance,102.0,3.0,0
TKT_004389,ACC_00522,2024-10-03,2024-10-08,Low,Integration,143.0,5.0,0
